epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.3324483633041382,4.999999873689376e-05,1.503806233406067,0.18703241646289825,1.682551383972168
11,0.4640117883682251,4.999999873689376e-05,1.2961070537567139,0.18703241646289825,1.879093885421753
12,0.5262537002563477,4.999999873689376e-05,1.1644755601882935,0.2094763070344925,1.940686821937561
13,0.5631268620491028,4.999999873689376e-05,1.0867230892181396,0.2069825381040573,2.00201153755188
14,0.579351007938385,4.999999873689376e-05,1.0281950235366821,0.21695759892463684,1.9904134273529053
15,0.5943952798843384,4.999999873689376e-05,0.999451220035553,0.19201995432376862,1.9325653314590454
16,0.6230088472366333,2.499999936844688e-05,0.9278979897499084,0.1945137083530426,1.9083091020584106
17,0.6194690465927124,2.499999936844688e-05,0.9223052859306335,0.19950124621391296,1.8542195558547974
18,0.6412979364395142,2.499999936844688e-05,0.8790087103843689,0.17705735564231873,1.9334218502044678
19,0.6463127136230469,2.499999936844688e-05,0.8682019710540771,0.18453864753246307,2.497781753540039
20,0.6578171253204346,2.499999936844688e-05,0.8664855360984802,0.19950124621391296,2.3872365951538086
21,0.6584070920944214,1.249999968422344e-05,0.8425597548484802,0.3640897870063782,1.7167248725891113
22,0.6601769924163818,1.249999968422344e-05,0.8168954849243164,0.4987531304359436,1.2452319860458374
23,0.6663717031478882,1.249999968422344e-05,0.815535843372345,0.5835411548614502,1.000003695487976
24,0.6657817363739014,1.249999968422344e-05,0.8163384795188904,0.6309226751327515,0.9004544019699097
25,0.6805309653282166,1.249999968422344e-05,0.805582582950592,0.6633416414260864,0.8132541179656982
26,0.6746312975883484,1.249999968422344e-05,0.7815904021263123,0.6807979941368103,0.7211160659790039
27,0.67345130443573,1.249999968422344e-05,0.802738606929779,0.6807979941368103,0.7218739986419678
28,0.6775811314582825,1.249999968422344e-05,0.7923356294631958,0.6683291792869568,0.7787563800811768
29,0.682300865650177,1.249999968422344e-05,0.773446798324585,0.6708229184150696,0.7768464088439941
30,0.6882005929946899,1.249999968422344e-05,0.7639034986495972,0.6957606077194214,0.6973446011543274
31,0.6855457425117493,1.249999968422344e-05,0.751367449760437,0.690773069858551,0.7202266454696655
32,0.6955752372741699,1.249999968422344e-05,0.7428675889968872,0.6882793307304382,0.7162517309188843
33,0.6879056096076965,1.249999968422344e-05,0.7590249180793762,0.6633416414260864,0.7577891945838928
34,0.6932153105735779,1.249999968422344e-05,0.7518867254257202,0.6284289360046387,0.9508735537528992
35,0.6941003203392029,1.249999968422344e-05,0.7409557700157166,0.6957606077194214,0.7638590335845947
36,0.7029498815536499,6.24999984211172e-06,0.7254912853240967,0.7007481455802917,0.6942402124404907
37,0.6991150379180908,6.24999984211172e-06,0.7424584031105042,0.7132169604301453,0.6689062118530273
38,0.6852507591247559,6.24999984211172e-06,0.7437777519226074,0.7032418847084045,0.6837708950042725
39,0.7144542932510376,6.24999984211172e-06,0.7174313068389893,0.6758104562759399,0.7424929738044739
40,0.6964601874351501,6.24999984211172e-06,0.7292036414146423,0.6458852887153625,0.7962495684623718
41,0.7076696157455444,6.24999984211172e-06,0.7111443877220154,0.6882793307304382,0.7290121912956238
42,0.699999988079071,6.24999984211172e-06,0.7277873754501343,0.7256857752799988,0.6563298106193542
43,0.7005899548530579,6.24999984211172e-06,0.7217336297035217,0.7107232213020325,0.6980774998664856
44,0.7082595825195312,6.24999984211172e-06,0.7175009846687317,0.6932668089866638,0.6699303984642029
45,0.7112094163894653,6.24999984211172e-06,0.703777551651001,0.7082294225692749,0.6596473455429077
46,0.7088495492935181,6.24999984211172e-06,0.7045087218284607,0.6783042550086975,0.7393372058868408
47,0.7115043997764587,6.24999984211172e-06,0.6941705346107483,0.6783042550086975,0.7554171085357666
48,0.7053097486495972,3.12499992105586e-06,0.7143523693084717,0.7082294225692749,0.6601917147636414
49,0.7185840606689453,3.12499992105586e-06,0.6955965161323547,0.7107232213020325,0.6648281812667847
50,0.7294985055923462,3.12499992105586e-06,0.6790300607681274,0.7057356834411621,0.6857326626777649
51,0.7336283326148987,3.12499992105586e-06,0.6781133413314819,0.723192036151886,0.6319191455841064
52,0.7091445326805115,3.12499992105586e-06,0.7020242214202881,0.7182044982910156,0.6380621790885925
